level_0	hhid14	pid14	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_14	hhid07	pid07	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw00	sw01	sw03b	kk01	kk02a	kk02c	nonfood07	food07	total07	pce07	change
5186	2800100	10	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	280010010	5	1520457.7	1716487.5	3236945.1	5201	LOMBOK BARAT	2573587.1	1:Urban	96:SAME	10:Grand	2800100		5:Senior	7.0	1:Yes	1:Yes	1:Yes	17771	3	30	5			6:Still			3:Somewh	2.0	2:Adequa	1:Very h	0.0	2:Somewh	120350.31	254200.31	374550.63	373986.56	2862394.5
5188	2800300	8	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	3:Female	280030008	3	316285.27	169653.52	485938.8	5201	LOMBOK BARAT	485938.79	1:Urban	96:SAME	3:Childr	2800300	8	74:Islam	7.0	3:No	3:No		17792	3	10	74	6.0	40.1			2012.0	3:Somewh	4.0	2:Adequa	2:Somewh	7.0	1:Much b	151234.15	276648.17	427882.31	386142.29	58056.485
5190	2800500	5	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No	1:Receiv	20.0	1:Not ye	1:Male	280050005	3	124437.09	202508.96	326946.05	5201	LOMBOK BARAT	316377.17	1:Urban	96:SAME	3:Childr	2800500	5	73:Islam	7.0	3:No	3:No		17796	2	15	73			3:No	GK	2010.0	3:Somewh	3.0	2:Adequa	2:Somewh	0.0	3:About	141487.3	262217.43	403704.72	403704.73	-76758.67
5192	2800900	10	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	280090010	4	1619923.5	1297759.9	2917683.3	5201	LOMBOK BARAT	2780517.6	2:Rural	96:SAME	3:Childr	2800900	10	61:Unive	7.0	1:Yes	1:Yes	1:Yes	17806	4	25	61			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	2.0	3:About	151053.65	206032.61	357086.27	349264.69	2560597.1
5194	2801200	7	1:Panel	1:Workin				1:Yes	3:No	1:Yes	1:Yes		24.0	2:Marrie	1:Male	280120007	5	318210.64	216487.46	534698.1	5201	LOMBOK BARAT	534698.1	1:Urban	96:SAME	3:Childr	2801200	7	74:Islam	7.0	3:No	3:No		17826	3	15	74	5.0				2010.0	3:Somewh	3.0	2:Adequa	2:Somewh	0.0	3:About	273667.7	1908702.3	2182370	2182370	-1647671.9
5196	2801200	8	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	280120008	5	318210.64	216487.46	534698.1	5201	LOMBOK BARAT	534698.1	1:Urban	96:SAME	3:Childr	2801200	8	74:Islam	7.0	1:Yes	1:Yes	1:Yes	17829	3	20	74			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	7.0	2:Somewh	273667.7	1908702.3	2182370	2182370	-1647671.9
5198	2801200	9	3:New	1:Workin				1:Yes	3:No	1:Yes	1:Yes		20.0	2:Marrie	3:Female	280120009	5	318210.64	216487.46	534698.1	5201	LOMBOK BARAT	534698.1	1:Urban	96:SAME	5:Sons/d	2801200		74:Islam	7.0	3:No	3:No		17832	3	45	74	6.0	28			2012.0	4:Not ve	2.0	1:Less a	2:Somewh	0.0	1:Much b	273667.7	1908702.3	2182370	2182370	-1647671.9
5200	2801221	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	280122103	4	242297.36	226702.51	468999.86	5201	LOMBOK BARAT	468999.9	1:Urban	96:SAME	3:Childr	2801221	3	73:Islam	7.0	1:Yes	1:Yes	3:No	17834	2	2	73			6:Still			2:Very s	5.0	2:Adequa	2:Somewh	3.0	2:Somewh	108569.11	306995.76	415564.87	415564.89	53434.991
5202	2801400	7	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	280140007	9	169171.03	331342.09	500513.12	5201	LOMBOK BARAT	472942.1	1:Urban	96:SAME	3:Childr	2801400	7	5:Senior	7.0	3:No	3:No		17839	3	30	5	6.0	42.55			2012.0	3:Somewh	4.0	1:Less a	2:Somewh	2.0	1:Much b	363661.71	752963.75	1116625.5	1045796.4	-616112.34
5204	2801400	9	3:New	1:Workin				1:Yes	3:No	3:No	3:No		19.0	2:Marrie	3:Female	280140009	9	169171.03	331342.09	500513.12	5201	LOMBOK BARAT	472942.1	1:Urban	96:SAME	5:Sons/d	2801400		6:Senior	7.0	3:No	3:No		17842	3	35	6			3:No	M	2010.0	4:Not ve	4.0	1:Less a	2:Somewh	0.0	1:Much b	363661.71	752963.75	1116625.5	1045796.4	-616112.34
5206	2801500	10	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	280150010	7	236765.92	265232.97	501998.89	5201	LOMBOK BARAT	501998.86	1:Urban	96:SAME	3:Childr	2801500		74:Islam	7.0	1:Yes	1:Yes	1:Yes	17846	3	5	74			6:Still			2:Very s	3.0	3:More t	2:Somewh	2.0	2:Somewh	100484.34	370741.39	471225.73	471225.72	30773.165
5208	2801511	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		23.0	1:Not ye	3:Female	280150007	6	162186.38	173237.76	335424.14	5201	LOMBOK BARAT	335424.11	1:Urban	96:SAME	3:Childr	2801511	3	74:Islam	7.0	3:No	3:No		17847	3	10	74	4.0	40.39			2012.0	2:Very s	3.0	3:More t	2:Somewh	0.0	1:Much b	101695.17	247503.13	349198.3	305578.11	-13774.161
5210	2801511	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	1:Not ye	3:Female	280151104	6	162186.38	173237.76	335424.14	5201	LOMBOK BARAT	335424.11	1:Urban	96:SAME	3:Childr	2801511	4	74:Islam	7.0	3:No	3:No		17850	3	60	74	4.0				2013.0	2:Very s	3.0	3:More t	2:Somewh	0.0	1:Much b	101695.17	247503.13	349198.3	305578.11	-13774.161
5212	2801511	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	3:Female	280151105	6	162186.38	173237.76	335424.14	5201	LOMBOK BARAT	335424.11	1:Urban	96:SAME	3:Childr	2801511	5	74:Islam	6.0	1:Yes	1:Yes	1:Yes	17853	3	30	74			6:Still			2:Very s	2.0	2:Adequa	2:Somewh	4.0	4:Somewh	101695.17	247503.13	349198.3	305578.11	-13774.161
5214	2801631	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	280163103	5	265949.82	352329.75	618279.57	5201	LOMBOK BARAT	576923.08	1:Urban	96:SAME	3:Childr	2801631	3	74:Islam	6.0	1:Yes	1:Yes	1:Yes	17858	3	30	74			6:Still			3:Somewh	4.0	3:More t	1:Very h	0.0	2:Somewh	71437.435	511529.25	582966.68	506819.41	35312.889
5216	2801700	6	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	280170006	3	201440.58	284946.24	486386.82	5201	LOMBOK BARAT		1:Urban	11:Move	3:Childr	2801700	6	3:Junior	6.0	3:No												3:Somewh	2.0	3:More t	2:Somewh	0.0	3:About	160996.04	209226.41	370222.46	370222.48	116164.37
5218	2801711	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		19.0	1:Not ye	1:Male	280171103	5	668569.07	508243.73	1176812.8	5201	LOMBOK BARAT	950096.46	1:Urban	96:SAME	3:Childr	2801711	3	5:Senior	7.0	1:Yes	1:Yes	3:No	17866	3	20	5			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	287648.72	177255.84	464904.56	387441.16	711908.23
5220	2801711	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	280171104	5	668569.07	508243.73	1176812.8	5201	LOMBOK BARAT	950096.46	1:Urban	96:SAME	3:Childr	2801711	4	73:Islam	6.0	1:Yes	1:Yes	3:No	17868	2	3	73			6:Still			2:Very s	4.0	2:Adequa	1:Very h	0.0	2:Somewh	287648.72	177255.84	464904.56	387441.16	711908.23
5222	2801731	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	280173103	4	1508547	560483.86	2069030.9	5201	LOMBOK BARAT	1536566.1	1:Urban	96:SAME	3:Childr	2801731	3	60:Colle	6.0	1:Yes	1:Yes	3:No	17872	4	20	60			6:Still			3:Somewh	4.0	3:More t	2:Somewh	1.0	3:About	512781.46	233913.17	746694.63	720748.19	1322336.2
5224	2801911	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	280191103	3	437942.28	316606.93	754549.21	5201	LOMBOK BARAT	754549.21	1:Urban	96:SAME	3:Childr	2801911	3	6:Senior	7.0	1:Yes	1:Yes	1:Yes	17875	3	15	6			6:Still			4:Not ve	2.0	1:Less a	1:Very h	0.0	2:Somewh	125219.98	194903.21	320123.19	320123.19	434426.03
5226	2801941	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	280194103	5	248083.81	573835.13	821918.94	5201	LOMBOK BARAT	798759.31	1:Urban	96:SAME	3:Childr	2801941	3	74:Islam	7.0	1:Yes	1:Yes	3:No	17878	3	60	74			6:Still			2:Very s	2.0	3:More t	1:Very h	0.0	2:Somewh	86469.473	160292.87	246762.34	246762.34	575156.6
5228	2802000	6	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	280200006	6	339568.4	146356.03	485924.44	5201	LOMBOK BARAT	465246.23	1:Urban	96:SAME	9:Brothe	2802000	6	74:Islam	6.0	3:No	3:No		17879	3	10	74	6.0	39.85			2009.0	3:Somewh	4.0	2:Adequa	2:Somewh	0.0	3:About	117004.54	159192.94	276197.48	275492.42	209726.95
5230	2802100	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	280210007	2	973049.36	284050.18	1257099.5	5201	LOMBOK BARAT	884891.13	1:Urban	96:SAME	3:Childr	2802100	7	5:Senior	6.0	1:Yes	1:Yes	1:Yes	17891	3	15	5			6:Still			3:Somewh	3.0	2:Adequa	1:Very h	0.0	3:About	311978.25	275709.55	587687.8	587687.83	669411.73
5232	2802221	5	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	1:Not ye	3:Female	280220009	4	701130.41	889336.92	1590467.3	5201	LOMBOK BARAT	1528432.6	1:Urban	96:SAME	3:Childr	2802221	5	73:Islam	6.0	3:No												2:Very s	3.0	2:Adequa	1:Very h	0.0	2:Somewh	320241.64	540896.72	861138.36	758480.61	729328.97
5234	2802600	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	280260003	5	244182.52	137634.41	381816.93	5201	LOMBOK BARAT	381816.95	1:Urban	96:SAME	3:Childr	2802600	3	74:Islam	8.0	1:Yes	1:Yes	3:No	17908	3	20	74			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	5.0	2:Somewh	95804.566	286488.66	382293.22	382293.22	-476.29735
5236	2802600	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	280260004	5	244182.52	137634.41	381816.93	5201	LOMBOK BARAT	381816.95	1:Urban	96:SAME	10:Grand	2802600	4	73:Islam	7.0	1:Yes	1:Yes	1:Yes	17910	2	10	73			6:Still			2:Very s	4.0	2:Adequa	1:Very h	0.0	1:Much b	95804.566	286488.66	382293.22	382293.22	-476.29735
5238	2802831	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No		19.0	1:Not ye	3:Female	280280006	6	137309.3	119175.63	256484.93	5201	LOMBOK BARAT	254095.46	1:Urban	96:SAME	3:Childr	2802831	3	74:Islam	6.0	3:No	1:Yes	1:Yes	17913	3	60	74	9.0	14.45			2013.0	1:Comple	2.0	3:More t	2:Somewh	0.0	2:Somewh	38527.142	73327.01	111854.15	111854.17	144630.78
5240	2802831	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No	2:Less t	17.0	1:Not ye	1:Male	280283104	6	137309.3	119175.63	256484.93	5201	LOMBOK BARAT	254095.46	1:Urban	96:SAME	3:Childr	2802831	4	6:Senior	7.0	1:Yes	1:Yes	1:Yes	17916	3	30	6			6:Still			2:Very s	3.0	2:Adequa	3:Somewh	1.0	2:Somewh	38527.142	73327.01	111854.15	111854.17	144630.78
5242	2802931	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	280290007	5	92590.295	278136.19	370726.49	5201	LOMBOK BARAT	370726.48	1:Urban	96:SAME	3:Childr	2802931	3	74:Islam	7.0	1:Yes	1:Yes	3:No	17919	3	15	74			6:Still			2:Very s	4.0	1:Less a	3:Somewh	0.0	2:Somewh	67889.536	145847.43	213736.97	213736.97	156989.52
5244	2802931	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	280293104	5	92590.295	278136.19	370726.49	5201	LOMBOK BARAT	370726.48	1:Urban	96:SAME	3:Childr	2802931	4	73:Islam	6.0	1:Yes	1:Yes	1:Yes	17921	2	50	73			6:Still			3:Somewh	3.0	2:Adequa	1:Very h	3.0	2:Somewh	67889.536	145847.43	213736.97	213736.97	156989.52
5246	2803031	3	3:New	3:Attend	3:No	3:No	3:No	1:Yes	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	280300008	5	393217.53	241218.63	634436.16	5201	LOMBOK BARAT	634436.16	1:Urban	96:SAME	3:Childr	2803031	3	6:Senior	8.0	1:Yes	1:Yes	1:Yes	17928	3	15	6			6:Still			4:Not ve	3.0	3:More t	2:Somewh	1.0	2:Somewh	119410.23	318972.52	438382.75	401719.24	196053.42
5248	2803052	4	1:Panel	2:Job se	3:No	1:Yes		3:No	3:No	3:No	1:Yes		23.0	1:Not ye	1:Male	280300006	4	243658.67	245071.68	488730.35	5201	LOMBOK BARAT	346601.89	1:Urban	1:Distan	8:Siblin	2803000	6															2:Very s	2.0	2:Adequa	3:Somewh	2.0	1:Much b	50680.249	208468.7	259148.95	259148.95	229581.41
5250	2840752	3	3:New	1:Workin				1:Yes	1:Yes	1:Yes	3:No	1:Receiv	20.0	1:Not ye	3:Female	284070007	4	1845947.1	2175179.2	4021126.2	5201	LOMBOK BARAT		1:Urban	13:Move	9:Brothe	2840741	4	60:Colle	7.0	1:Yes	1:Yes	3:No	18314	4	30	60			6:Still			3:Somewh	4.0	3:More t	2:Somewh	0.0	2:Somewh	100417.4	714498.51	814915.91	803183.55	3206210.3
5251	2842241	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		18.0	1:Not ye	1:Male	284220004	4	2474410.7	581541.22	3055951.9	5201	LOMBOK BARAT	2745778.1	1:Urban	96:SAME	10:Grand	2842241	2	61:Unive	6.0	1:Yes	1:Yes	3:No	18370	4	20	61			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	394687.36	500579.11	895266.48	875712.65	2160685.5
5253	2842241	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	284220005	4	2474410.7	581541.22	3055951.9	5201	LOMBOK BARAT	2745778.1	1:Urban	96:SAME	10:Grand	2842241	3	60:Colle	6.0	1:Yes	1:Yes	3:No	18374	4	30	60			6:Still			2:Very s	3.0	3:More t	1:Very h	2.0	3:About	394687.36	500579.11	895266.48	875712.65	2160685.5
5255	2842241	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	284224104	4	2474410.7	581541.22	3055951.9	5201	LOMBOK BARAT	2745778.1	1:Urban	96:SAME	10:Grand	2842241		74:Islam	6.0	1:Yes	1:Yes	3:No	18377	3	10	74			6:Still			2:Very s	3.0	3:More t	2:Somewh	0.0	3:About	394687.36	500579.11	895266.48	875712.65	2160685.5
5257	2800943	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	280092103	6	250378.61	368130.05	618508.66	5272	BIMA	593193	1:Urban	96:SAME	10:Grand	2800943	3	5:Senior	7.0	1:Yes	1:Yes	1:Yes	17815	3	15	5			6:Still			3:Somewh	4.0	3:More t	1:Very h	7.0	2:Somewh	229027.55	286425.45	515453.01	511693.12	103055.65
5258	2901331	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		16.0	1:Not ye	3:Female	290133103	4	288027.26	150280.93	438308.19	5272	BIMA	408567.9	2:Rural	13:Move	4:Childr	2901331	3	5:Senior	6.0	1:Yes	1:Yes	1:Yes	19067	3	15	5			6:Still			4:Not ve	3.0	1:Less a	1:Very h	1.0	2:Somewh	45005.414	181826.4	226831.81	219500.1	211476.38
5259	2910500	8	3:New	95:Other	1:Yes			1:Yes	3:No	3:No	3:No		19.0	1:Not ye	1:Male	291050008	3	1039039.9	650052.45	1689092.3	5272	BIMA	1554672.9	1:Urban	11:Move	3:Childr	2910500	8	61:Unive	6.0	1:Yes	1:Yes	3:No	19186	4	30	61			6:Still			3:Somewh	3.0	1:Less a	2:Somewh	2.0	2:Somewh	419975.33	135881	555856.34	415613.88	1133236
5260	2910700	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	1:Male	291070005	4	177803.32	169939.78	347743.1	5272	BIMA	327580.17	1:Urban	11:Move	3:Childr	2910700	5	74:Islam	7.0	1:Yes	1:Yes	1:Yes	19191	3	20	74			6:Still			2:Very s	1:Poores	1:Less a	1:Very h	0.0	1:Much b	84897.431	454174.96	539072.39	539072.36	-191329.29
5261	2910800	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	291080003	5	319221.31	278893.46	598114.77	5272	BIMA	598114.77	1:Urban	11:Move	3:Childr	2910800	3	61:Unive	6.0	3:No	3:No		19193	4	25	61					2012.0	4:Not ve	3.0	2:Adequa	1:Very h	0.0	2:Somewh	150677.9	194143.68	344821.58	336700.29	253293.19
5262	2910800	4	3:New	2:Job se	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		21.0	1:Not ye	3:Female	291080004	5	319221.31	278893.46	598114.77	5272	BIMA	598114.77	1:Urban	11:Move	3:Childr	2910800	4	60:Colle	6.0	3:No	1:Yes	1:Yes	19197	4	15	60					2014.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	150677.9	194143.68	344821.58	336700.29	253293.19
5263	2911100	10	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		23.0	1:Not ye	1:Male	291110010	4	278567.49	279592.44	558159.93	5272	BIMA	555135.49	1:Urban	11:Move	3:Childr	2911100	10	61:Unive	7.0	3:No	3:No		19207	4	10	61					2013.0	3:Somewh	3.0	2:Adequa	3:Somewh	0.0	4:Somewh	121452.58	308371.68	429824.27	429824.29	128335.66
5264	2911200	8	1:Panel	4:Housek	1:Yes			3:No	3:No	1:Yes	1:Yes		24.0	1:Not ye	3:Female	291120008	6	526576.97	170085.4	696662.38	5272	BIMA	696662.38	1:Urban	96:SAME	3:Childr	2911200	8	61:Unive	7.0	3:No	3:No		19209	4	10	61					2013.0	2:Very s	5.0	1:Less a	1:Very h	0.0	1:Much b	188503.88	242943.52	431447.4	425582.02	265214.97
5265	2911200	9	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		21.0	2:Marrie	3:Female	291120009	6	526576.97	170085.4	696662.38	5272	BIMA	696662.38	1:Urban	96:SAME	3:Childr	2911200	9	61:Unive	7.0	3:No	1:Yes	3:No	19213	4	10	61			3:No	M	2014.0	2:Very s	2.0	1:Less a	2:Somewh	1.0	2:Somewh	188503.88	242943.52	431447.4	425582.02	265214.97
5266	2911200	12	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	2:Marrie	1:Male	291120012	6	526576.97	170085.4	696662.38	5272	BIMA	696662.38	1:Urban	96:SAME	5:Sons/d	2911200		6:Senior	7.0	3:No	3:No		19216	3	10	6	6.0				2011.0	3:Somewh	1:Poores	2:Adequa	2:Somewh	1.0	1:Much b	188503.88	242943.52	431447.4	425582.02	265214.97
5267	2911311	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		19.0	1:Not ye	3:Female	291131103	6	396246.11	325608.7	721854.81	5272	BIMA	625520.86	1:Urban	11:Move	3:Childr	2911311	3	60:Colle	6.0	1:Yes	1:Yes	1:Yes	19224	4	30	60			6:Still			2:Very s	4.0	2:Adequa	1:Very h	0.0	2:Somewh	194075.98	279191.49	473267.47	392054.68	248587.34
5268	2911321	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	291132103	4	243063.96	302309.33	545373.29	5272	BIMA	540130.96	1:Urban	11:Move	3:Childr	2911321	3	74:Islam	6.0	3:No	1:Yes	1:Yes	19227	3	15	74			6:Still			2:Very s	3.0	3:More t	1:Very h	1.0	2:Somewh	93140.905	423332.85	516473.76	509142.06	28899.531
5269	2911331	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	291133106	4	191362.88	301435.6	492798.48	5272	BIMA	492798.46	1:Urban	11:Move	3:Childr	2911331	6	5:Senior	6.0	1:Yes	1:Yes	1:Yes	19230	3	30	5			6:Still			2:Very s	3.0	3:More t	1:Very h	2.0	2:Somewh	62714.312	167162.96	229877.27	212957.94	262921.21
5270	2911800	4	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	1:Not ye	3:Female	291180004	2	245046.64	139796.22	384842.86	5272	BIMA	284028.27	1:Urban	11:Move	3:Childr	2911800	4	5:Senior	6.0	3:No	3:No		19236	3	30	5	7.0	46.75			2010.0	3:Somewh	2.0	3:More t	1:Very h	0.0	2:Somewh	91110.586	113641.48	204752.07	204752.09	180090.79
5271	2911900	4	1:Panel	1:Workin				1:Yes	3:No	3:No	1:Yes	2:Less t	23.0	1:Not ye	3:Female	291190004	7	351420.43	507759.85	859180.28	5272	BIMA	790050.26	1:Urban	96:SAME	3:Childr	2911900	4	5:Senior	7.0	3:No	3:No		19237	3	10	15	3.0				2010.0	2:Very s	2.0	1:Less a	1:Very h	2.0	1:Much b	188797.15	204114.8	392911.95	336063	466268.33
5272	2911900	5	3:New	95:Other	1:Yes			1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	291190005	7	351420.43	507759.85	859180.28	5272	BIMA	790050.26	1:Urban	96:SAME	3:Childr	2911900	5	5:Senior	7.0	3:No	3:No		19240	3	15	5	3.0				2013.0	3:Somewh	4.0	2:Adequa	1:Very h	3.0	2:Somewh	188797.15	204114.8	392911.95	336063	466268.33
5273	2912000	4	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	2:Less t	22.0	1:Not ye	1:Male	291200004	3	2855337.8	528895.7	3384233.5	5272	BIMA	2125171.4	1:Urban	11:Move	3:Childr	2912000	4	5:Senior	7.0	3:No	3:No		19244	3	10	5	6.0	30.5			2011.0	2:Very s	4.0	3:More t	2:Somewh	2.0	3:About	667332.18	454507.31	1121839.5	819547.49	2262394
5274	2914332	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	291433203	5	336209.91	818157.38	1154367.3	5272	BIMA		1:Urban	96:SAME	3:Childr	2914332	3	3:Junior	6.0	1:Yes	1:Yes	1:Yes	19266	2	5	3			6:Still			1:Comple	4.0	2:Adequa	2:Somewh	2.0	1:Much b	252295.39	168629.3	420924.69	376934.43	733442.6
5275	2830211	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	283021103	5	786380.62	506761.29	1293141.9	5204	SUMBAWA	1071887.6	1:Urban	11:Move	3:Childr	2830211	3	60:Colle	7.0	1:Yes	1:Yes	3:No	18131	4	15	60			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	3:About	265859.05	321862.01	587721.07	488461.02	705420.85
5276	2830211	5	3:New	1:Workin				1:Yes	3:No	3:No	3:No		22.0	1:Not ye	1:Male	283021105	5	786380.62	506761.29	1293141.9	5204	SUMBAWA	1071887.6	1:Urban	11:Move	3:Childr	2830211	5	74:Islam	6.0	3:No	3:No		18135	3	15	74	6.0	54.05			2012.0	3:Somewh	4.0	2:Adequa	2:Somewh	1.0	1:Much b	265859.05	321862.01	587721.07	488461.02	705420.85
5277	2832700	4	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	1:Not ye	3:Female	283270004	6	441691.08	712087.01	1153778.1	5204	SUMBAWA	1105252.6	2:Rural	96:SAME	3:Childr	2832700	4	61:Unive	5.0	3:No	3:No		18247	4	15	61					2013.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	93665.402	327874.02	421539.42	401732.54	732238.67
5278	2832700	5	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	283270005	6	441691.08	712087.01	1153778.1	5204	SUMBAWA	1105252.6	2:Rural	96:SAME	3:Childr	2832700	5	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18250	3	10	5			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	1.0	1:Much b	93665.402	327874.02	421539.42	401732.54	732238.67
5279	2870500	7	1:Panel	2:Job se	1:Yes			3:No	3:No	1:Yes	1:Yes		24.0	1:Not ye	3:Female	287050007	8	364940.38	166881.74	531822.13	5204	SUMBAWA	521740.66	2:Rural	96:SAME	3:Childr	2870500	7	61:Unive	7.0	3:No	3:No		18540	4	10	61					2014.0	2:Very s	4.0	3:More t	2:Somewh	0.0	2:Somewh	371012.68	265407.88	636420.56	499092.02	-104598.44
5280	2871300	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	1:Not ye	1:Male	287130006	3	113113.96	160765.65	273879.62	5204	SUMBAWA	257570.04	2:Rural	96:SAME	3:Childr	2871300	6	3:Junior	7.0	3:No	3:No		18558	2	30	3	4.0	31.5			2011.0	2:Very s	4.0	2:Adequa	2:Somewh	3.0	3:About	82904.71	186958.58	269863.29	255199.88	4016.325
5281	2871400	8	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	287140008	6	186887.83	156979.51	343867.34	5204	SUMBAWA	342187.1	2:Rural	96:SAME	10:Grand	2871400	8	6:Senior	6.0	1:Yes	1:Yes	3:No	18564	3	30	6			6:Still			2:Very s	5.0	2:Adequa	1:Very h	0.0	1:Much b	70722.794	208220.55	278943.35	254504.33	64923.994
5282	2871900	4	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		22.0	1:Not ye	1:Male	287190004	7	63724.418	159767.11	223491.52	5204	SUMBAWA	220995.17	2:Rural	96:SAME	3:Childr	2871900	4	3:Junior	6.0	3:No	3:No		18574	2	5	3	4.0	27.65			2008.0	2:Very s	3.0	2:Adequa	1:Very h	0.0	1:Much b	56477.659	109975.63	166453.29	146432.09	57038.236
